Frame,Target_ID,CX,CY,Area,IoU_Similarity,RD,BMS,Final_Result
60,0,312,220,257.0,1.0,0.0,0.0,0
60,1,297,194,140.5,1.0,0.08,0.04,0
60,4,171,153,67.5,0.8506,0.0,0.0,1
60,6,174,132,66.0,-1,0.0,0.0,0
60,3,147,117,1775.0,0.8752,0.48,0.02,1
61,0,312,220,261.0,0.9863,0.0,0.0,0
61,1,297,194,140.5,1.0,0.0,0.03,0
61,4,171,153,67.5,1.0,0.0,0.0,0
61,6,174,133,62.0,0.9375,0.0,0.0,0
61,3,147,117,1793.0,0.9841,0.49,0.02,0
62,0,312,220,261.5,0.9696,0.0,0.0,0
62,1,297,194,129.5,0.9345,0.0,0.03,0
62,4,169,153,61.0,0.6392,0.0,0.0,1
62,3,147,118,1835.0,0.8497,0.46,0.02,1
63,0,312,220,249.0,0.9555,0.0,0.0,0
63,1,297,194,133.5,0.9752,0.1,0.03,0
63,4,170,154,62.0,0.6277,0.0,0.0,1
63,3,147,119,1934.0,0.8488,0.46,0.02,1
64,0,312,220,251.5,0.9894,0.0,0.0,0
64,1,297,194,129.5,0.9752,0.1,0.03,0
64,4,170,154,32.0,0.5584,0.0,0.0,0
64,7,170,132,62.5,-1,0.0,0.0,1
64,3,146,118,1673.5,0.8082,0.45,0.02,1
65,0,312,220,249.0,0.9894,0.0,0.0,0
65,1,297,194,133.5,0.9752,0.15,0.03,0
65,4,170,154,35.0,0.8,0.0,0.0,1
65,7,170,132,36.5,0.5823,0.0,0.0,0
65,3,145,119,1668.0,0.879,0.46,0.02,1
66,0,312,220,255.5,0.9755,0.0,0.0,0
66,1,297,194,125.5,0.9503,0.15,0.03,0
66,4,171,153,33.5,0.75,0.0,0.0,1
66,7,171,131,38.5,0.65,0.0,0.0,1
66,3,145,117,1628.0,0.8766,0.43,0.02,1
67,0,312,220,251.5,0.986,0.0,0.0,0
67,1,297,194,129.5,0.9745,0.15,0.03,0
67,4,171,153,33.5,1.0,0.0,0.0,0
67,7,170,132,23.0,0.6471,0.0,0.0,1
67,3,145,117,1599.0,0.9825,0.41,0.02,0
68,0,312,220,257.0,0.9689,0.0,0.0,0
68,1,297,194,125.5,0.9745,0.12,0.02,0
68,4,171,154,25.5,0.7955,0.0,0.0,1
68,7,171,132,30.0,0.5532,0.0,0.0,0
68,3,144,118,1547.0,0.8959,0.41,0.02,0
69,0,312,220,257.5,0.9896,0.0,0.0,0
69,1,297,195,115.0,0.8037,0.12,0.02,1
69,3,143,117,1387.5,0.8722,0.44,0.02,1
70,0,312,220,258.5,0.9965,0.0,0.0,0
70,1,297,195,115.0,1.0,0.19,0.02,0
70,3,142,118,1422.0,0.8215,0.43,0.02,1
71,0,312,220,258.5,1.0,0.0,0.0,0
71,1,297,194,123.5,0.9338,0.19,0.02,0
71,3,141,118,1459.5,0.941,0.45,0.03,0
72,0,312,220,263.0,0.983,0.0,0.0,0
72,1,297,195,119.0,0.8679,0.12,0.02,1
72,8,172,155,35.0,-1,0.0,0.0,1
72,3,140,117,1654.0,0.861,0.46,0.03,1
73,0,312,220,263.0,1.0,0.0,0.0,0
73,1,297,195,119.0,1.0,0.12,0.02,0
73,8,172,155,35.0,1.0,0.0,0.0,0
73,3,140,117,1657.5,0.9977,0.46,0.03,0
