Frame,Target_ID,CX,CY,Area,IoU_Similarity,RD,BMS,Final_Result
40,0,312,220,253.0,0.9759,0.11,0.02,0
40,1,295,196,41.0,0.7049,0.08,0.06,1
40,2,154,120,1337.0,0.933,0.68,0.02,0
41,0,312,220,253.0,1.0,0.11,0.02,0
41,1,294,195,38.0,0.7,0.07,0.06,1
41,2,153,119,1289.5,0.9056,0.68,0.02,0
42,0,311,220,258.5,0.9759,0.14,0.02,0
42,1,295,196,46.0,0.7258,0.06,0.07,1
42,2,153,119,1312.5,0.9202,0.68,0.02,0
43,0,311,220,258.5,1.0,0.11,0.02,0
43,1,295,196,46.0,1.0,0.06,0.07,0
43,2,153,119,1312.5,1.0,0.67,0.02,0
44,0,311,220,258.5,1.0,0.11,0.02,0
44,1,295,196,43.5,0.9483,0.0,0.07,0
44,2,152,120,1387.5,0.9042,0.71,0.02,0
45,0,311,220,258.5,1.0,0.11,0.02,0
45,1,294,195,35.0,0.8182,0.07,0.07,1
45,2,151,119,1371.0,0.8937,0.68,0.02,0
46,0,312,220,254.5,0.9862,0.0,0.02,0
46,1,294,195,34.0,0.9778,0.07,0.07,0
46,2,149,119,1473.0,0.8906,0.72,0.02,0
47,0,311,220,258.5,0.9862,0.14,0.02,0
47,1,294,196,39.0,0.88,0.0,0.08,1
47,2,149,119,1465.0,0.9438,0.72,0.02,0
48,0,311,220,258.5,1.0,0.14,0.02,0
48,1,294,195,35.0,0.9,0.06,0.08,0
48,2,149,119,1441.5,0.942,0.72,0.02,0
49,0,311,220,258.5,1.0,0.14,0.02,0
49,1,294,195,35.0,1.0,0.06,0.08,0
49,2,149,119,1447.5,0.9928,0.75,0.02,0
50,0,311,220,258.5,1.0,0.11,0.02,0
50,1,294,195,34.0,0.9778,0.06,0.08,0
50,2,148,119,1486.5,0.9352,0.76,0.02,0
51,0,311,220,258.5,1.0,0.18,0.02,0
51,1,294,195,34.0,1.0,0.06,0.08,0
51,2,148,119,1473.5,0.9633,0.82,0.01,0
52,0,311,220,258.5,1.0,0.14,0.01,0
52,1,294,195,34.0,1.0,0.06,0.08,0
52,2,148,119,1515.0,0.9404,0.81,0.01,0
53,0,311,220,258.5,1.0,0.14,0.01,0
53,1,294,195,38.0,0.898,0.06,0.08,0
53,2,147,120,1495.5,0.9278,0.81,0.01,0
54,0,311,220,270.5,0.9603,0.14,0.01,0
54,1,294,195,38.0,1.0,0.06,0.09,0
54,2,147,120,1461.5,0.9248,0.81,0.01,0
55,0,311,220,270.5,1.0,0.0,0.01,0
55,1,294,195,38.0,1.0,0.06,0.09,0
55,2,147,120,1473.5,0.9845,0.81,0.01,0
56,0,312,220,250.0,0.9272,0.14,0.01,0
56,1,294,196,36.0,0.9592,0.06,0.09,0
56,2,147,119,1698.0,0.8287,0.75,0.01,1
57,0,312,220,250.0,1.0,0.14,0.01,0
57,1,293,196,32.5,0.9149,0.09,0.09,0
57,2,146,118,1560.5,0.8751,0.73,0.01,1
